Zip Code,City,State,2010 Population
12827,FORT ANN,NY,3877
12828,FORT EDWARD,NY,9448
12831,GANSEVOORT,NY,17416
12832,GRANVILLE,NY,7106
12833,GREENFIELD CENTER,NY,4401
12834,GREENWICH,NY,6594
12835,HADLEY,NY,2603
12836,HAGUE,NY,574
12837,HAMPTON,NY,857
12838,HARTFORD,NY,608
12839,HUDSON FALLS,NY,13588
12841,HULETTS LANDING,NY,77
12842,INDIAN LAKE,NY,1166
12843,JOHNSBURG,NY,600
12844,KATTSKILL BAY,NY,199
12845,LAKE GEORGE,NY,4842
12846,LAKE LUZERNE,NY,3298
12847,LONG LAKE,NY,605
12849,MIDDLE GRANVILLE,NY,385
12850,MIDDLE GROVE,NY,2835
12851,MINERVA,NY,366
12852,NEWCOMB,NY,436
12853,NORTH CREEK,NY,1770
12855,NORTH HUDSON,NY,259
12856,NORTH RIVER,NY,187
12857,OLMSTEDVILLE,NY,498
12858,PARADOX,NY,59
12859,PORTER CORNERS,NY,2220
12860,POTTERSVILLE,NY,748
12861,PUTNAM STATION,NY,609
12862,RIPARIUS,NY,17
12863,ROCK CITY FALLS,NY,533
12864,SABAEL,NY,36
12865,SALEM,NY,3663
12866,SARATOGA SPRINGS,NY,36915
12870,SCHROON LAKE,NY,1509
12871,SCHUYLERVILLE,NY,4084
12872,SEVERANCE,NY,31
12873,SHUSHAN,NY,736
12874,SILVER BAY,NY,142
12878,STONY CREEK,NY,719
12883,TICONDEROGA,NY,5025
12884,VICTORY MILLS,NY,486
12885,WARRENSBURG,NY,4602
12886,WEVERTOWN,NY,269
12887,WHITEHALL,NY,4972
12901,PLATTSBURGH,NY,33439
12903,PLATTSBURGH,NY,1217
12910,ALTONA,NY,2148
12911,KEESEVILLE,NY,36
12912,AU SABLE FORKS,NY,1998
12913,BLOOMINGDALE,NY,1157
12914,BOMBAY,NY,1044
12916,BRUSHTON,NY,2135
12917,BURKE,NY,1403
12918,CADYVILLE,NY,2381
12919,CHAMPLAIN,NY,3037
12920,CHATEAUGAY,NY,2842
12921,CHAZY,NY,2410
12922,CHILDWOLD,NY,65
12923,CHURUBUSCO,NY,632
12924,KEESEVILLE,NY,158
12926,CONSTABLE,NY,2208
12927,CRANBERRY LAKE,NY,224
12928,CROWN POINT,NY,2028
12929,DANNEMORA,NY,3938
12930,DICKINSON CENTER,NY,634
12932,ELIZABETHTOWN,NY,1236
12933,ELLENBURG,NY,17
12934,ELLENBURG CENTER,NY,1074
12935,ELLENBURG DEPOT,NY,1748
12936,ESSEX,NY,599
12937,FORT COVINGTON,NY,1572
12939,GABRIELS,NY,205
12941,JAY,NY,1428
12942,KEENE,NY,646
12943,KEENE VALLEY,NY,459
12944,KEESEVILLE,NY,4080
12945,LAKE CLEAR,NY,638
12946,LAKE PLACID,NY,5492
12950,LEWIS,NY,929
12952,LYON MOUNTAIN,NY,546
12953,MALONE,NY,15836
12955,LYON MOUNTAIN,NY,381
12956,MINEVILLE,NY,1259
12957,MOIRA,NY,1726
12958,MOOERS,NY,1929
12959,MOOERS FORKS,NY,1369
12960,MORIAH,NY,1148
12961,MORIAH CENTER,NY,180
12962,MORRISONVILLE,NY,5499
12964,NEW RUSSIA,NY,161
12965,NICHOLVILLE,NY,516
12966,NORTH BANGOR,NY,2915
12967,NORTH LAWRENCE,NY,1223
12969,OWLS HEAD,NY,423
12970,PAUL SMITHS,NY,963
12972,PERU,NY,6364
12973,PIERCEFIELD,NY,187
12974,PORT HENRY,NY,1599
12975,PORT KENT,NY,265
12976,RAINBOW LAKE,NY,260
12977,RAY BROOK,NY,1753
12978,REDFORD,NY,403
12979,ROUSES POINT,NY,2304
12980,SAINT REGIS FALLS,NY,1304
12981,SARANAC,NY,2253
12983,SARANAC LAKE,NY,7494
12985,SCHUYLER FALLS,NY,1072
12986,TUPPER LAKE,NY,6120
12987,UPPER JAY,NY,201
12989,VERMONTVILLE,NY,1010
12992,WEST CHAZY,NY,4778
12993,WESTPORT,NY,1623
12996,WILLSBORO,NY,2086
12997,WILMINGTON,NY,1239
12998,WITHERBEE,NY,526
13020,APULIA STATION,NY,150
13021,AUBURN,NY,39506
13024,AUBURN,NY,1733
13026,AURORA,NY,1914
13027,BALDWINSVILLE,NY,31637
13028,BERNHARDS BAY,NY,1350
13029,BREWERTON,NY,7109
13030,BRIDGEPORT,NY,3892
13031,CAMILLUS,NY,15551
13032,CANASTOTA,NY,12790
13033,CATO,NY,3556
13034,CAYUGA,NY,1989
13035,CAZENOVIA,NY,8617
13036,CENTRAL SQUARE,NY,8680
13037,CHITTENANGO,NY,8897
13039,CICERO,NY,17537
13040,CINCINNATUS,NY,2758
13041,CLAY,NY,10705
13042,CLEVELAND,NY,2356
13044,CONSTANTIA,NY,2512
13045,CORTLAND,NY,30112
13051,DELPHI FALLS,NY,153
13052,DE RUYTER,NY,1679
13053,DRYDEN,NY,5015
13054,DURHAMVILLE,NY,1582
13057,EAST SYRACUSE,NY,14992
13060,ELBRIDGE,NY,2806
13061,ERIEVILLE,NY,1040
13062,ETNA,NY,173
13063,FABIUS,NY,1898
13064,FAIR HAVEN,NY,64
13066,FAYETTEVILLE,NY,12390
13068,FREEVILLE,NY,5368
13069,FULTON,NY,24931
13071,GENOA,NY,1023
13072,GEORGETOWN,NY,1123
13073,GROTON,NY,6423
13074,HANNIBAL,NY,4488
13076,HASTINGS,NY,2393
13077,HOMER,NY,6735
13078,JAMESVILLE,NY,9866
13080,JORDAN,NY,3631
13081,KING FERRY,NY,1169
13082,KIRKVILLE,NY,4871
13083,LACONA,NY,1809
13084,LA FAYETTE,NY,4409
13087,LITTLE YORK,NY,168
13088,LIVERPOOL,NY,22156
13090,LIVERPOOL,NY,30124
13092,LOCKE,NY,2606
13101,MC GRAW,NY,2508
13102,MC LEAN,NY,85
13103,MALLORY,NY,326
13104,MANLIUS,NY,15567
13108,MARCELLUS,NY,6175
13110,MARIETTA,NY,2338
13111,MARTVILLE,NY,1700
13112,MEMPHIS,NY,1973
13113,MERIDIAN,NY,287
13114,MEXICO,NY,6356
13115,MINETTO,NY,224
13116,MINOA,NY,3457
13117,MONTEZUMA,NY,188
13118,MORAVIA,NY,6382
13120,NEDROW,NY,2328
13122,NEW WOODSTOCK,NY,1174
13123,NORTH BAY,NY,314
13124,NORTH PITCHER,NY,124
13126,OSWEGO,NY,37205
13131,PARISH,NY,3895
13132,PENNELLVILLE,NY,4244
13134,PETERBORO,NY,119
13135,PHOENIX,NY,6617
13136,PITCHER,NY,534
13138,POMPEY,NY,61
13140,PORT BYRON,NY,4488
13141,PREBLE,NY,596
13142,PULASKI,NY,6451
13143,RED CREEK,NY,2873
13144,RICHLAND,NY,1531
13145,SANDY CREEK,NY,1926
13146,SAVANNAH,NY,2443
13147,SCIPIO CENTER,NY,1281
13148,SENECA FALLS,NY,10750
13152,SKANEATELES,NY,7941
13153,SKANEATELES FALLS,NY,399
13155,SOUTH OTSELIC,NY,663
13156,STERLING,NY,2000
13157,SYLVAN BEACH,NY,695
13158,TRUXTON,NY,1855
13159,TULLY,NY,5184
13160,UNION SPRINGS,NY,2027
13162,VERONA BEACH,NY,385
13163,WAMPSVILLE,NY,339
13164,WARNERS,NY,2338
13165,WATERLOO,NY,10741
13166,WEEDSPORT,NY,5610
13167,WEST MONROE,NY,3342
13202,SYRACUSE,NY,5438
13203,SYRACUSE,NY,16029
13204,SYRACUSE,NY,19931
13205,SYRACUSE,NY,19201
13206,SYRACUSE,NY,16443
13207,SYRACUSE,NY,13897
13208,SYRACUSE,NY,22854
13209,SYRACUSE,NY,13243
13210,SYRACUSE,NY,27606
13211,SYRACUSE,NY,6517
13212,SYRACUSE,NY,20356
13214,SYRACUSE,NY,8793
13215,SYRACUSE,NY,15245
13219,SYRACUSE,NY,15363
13224,SYRACUSE,NY,8891
13290,SYRACUSE,NY,0
13301,ALDER CREEK,NY,98
13302,ALTMAR,NY,1610
13303,AVA,NY,1153
13304,BARNEVELD,NY,1684
13305,BEAVER FALLS,NY,293
13308,BLOSSVALE,NY,3625
13309,BOONVILLE,NY,5889
13310,BOUCKVILLE,NY,624
13312,BRANTINGHAM,NY,331
13313,BRIDGEWATER,NY,526
13314,BROOKFIELD,NY,443
13315,BURLINGTON FLATS,NY,1419
13316,CAMDEN,NY,6460
13317,CANAJOHARIE,NY,3784
13318,CASSVILLE,NY,1325
13319,CHADWICKS,NY,1079
13320,CHERRY VALLEY,NY,2018
13321,CLARK MILLS,NY,1049
13322,CLAYVILLE,NY,1076
13323,CLINTON,NY,11323
13324,COLD BROOK,NY,2149
13325,CONSTABLEVILLE,NY,866
13326,COOPERSTOWN,NY,5561
13327,CROGHAN,NY,2056
13328,DEANSBORO,NY,1267
13329,DOLGEVILLE,NY,3889
13331,EAGLE BAY,NY,189
13332,EARLVILLE,NY,2460
13333,EAST SPRINGFIELD,NY,62
13334,EATON,NY,1374
13335,EDMESTON,NY,1590
13337,FLY CREEK,NY,790
13338,FORESTPORT,NY,1206
13339,FORT PLAIN,NY,6941
13340,FRANKFORT,NY,8205
13341,FRANKLIN SPRINGS,NY,102
13342,GARRATTSVILLE,NY,165
13343,GLENFIELD,NY,1658
13345,GREIG,NY,177
13346,HAMILTON,NY,6735
13348,HARTWICK,NY,1469
13350,HERKIMER,NY,10093
13352,HINCKLEY,NY,65
13353,HOFFMEISTER,NY,86
13354,HOLLAND PATENT,NY,3342
13355,HUBBARDSVILLE,NY,905
13357,ILION,NY,11096
13360,INLET,NY,333
13361,JORDANVILLE,NY,824
13362,KNOXBORO,NY,60
13363,LEE CENTER,NY,2315
13364,LEONARDSVILLE,NY,243
13365,LITTLE FALLS,NY,8906
13367,LOWVILLE,NY,8830
13368,LYONS FALLS,NY,1118
13402,MADISON,NY,1534
13403,MARCY,NY,7372
13404,MARTINSBURG,NY,236
13406,MIDDLEVILLE,NY,725
13407,MOHAWK,NY,5453
13408,MORRISVILLE,NY,4280
13409,MUNNSVILLE,NY,2374
13410,NELLISTON,NY,241
13411,NEW BERLIN,NY,3264
13413,NEW HARTFORD,NY,16135
13415,NEW LISBON,NY,77
13416,NEWPORT,NY,2271
13417,NEW YORK MILLS,NY,3305
13418,NORTH BROOKFIELD,NY,255
13420,OLD FORGE,NY,1266
13421,ONEIDA,NY,14125
13424,ORISKANY,NY,2725
13425,ORISKANY FALLS,NY,1970
13428,PALATINE BRIDGE,NY,1635
13431,POLAND,NY,2069
13433,PORT LEYDEN,NY,1820
13435,PROSPECT,NY,286
13436,RAQUETTE LAKE,NY,108
13437,REDFIELD,NY,460
13438,REMSEN,NY,3789
13439,RICHFIELD SPRINGS,NY,3950
13440,ROME,NY,42986
13441,ROME,NY,51
13450,ROSEBOOM,NY,104
13452,SAINT JOHNSVILLE,NY,4629
13454,SALISBURY CENTER,NY,826
13456,SAUQUOIT,NY,4164
13459,SHARON SPRINGS,NY,2222
13460,SHERBURNE,NY,4429
13461,SHERRILL,NY,3083
13464,SMYRNA,NY,1189
13468,SPRINGFIELD CENTER,NY,451
13469,STITTVILLE,NY,847
13470,STRATFORD,NY,725
13471,TABERG,NY,3540
13472,THENDARA,NY,310
13473,TURIN,NY,766
13475,VAN HORNESVILLE,NY,28
13476,VERNON,NY,3032
13477,VERNON CENTER,NY,1452
13478,VERONA,NY,3083
13480,WATERVILLE,NY,3532
13483,WESTDALE,NY,256
13484,WEST EATON,NY,176
13485,WEST EDMESTON,NY,1132
13486,WESTERNVILLE,NY,815
13488,WESTFORD,NY,98
13489,WEST LEYDEN,NY,658
13490,WESTMORELAND,NY,1361
13491,WEST WINFIELD,NY,3641
13492,WHITESBORO,NY,11596
13493,WILLIAMSTOWN,NY,2070
13494,WOODGATE,NY,314
13495,YORKVILLE,NY,2144
13501,UTICA,NY,38546
13502,UTICA,NY,33257
13601,WATERTOWN,NY,38158
13602,FORT DRUM,NY,3881
13603,WATERTOWN,NY,9760
13605,ADAMS,NY,4777
13606,ADAMS CENTER,NY,2716
13607,ALEXANDRIA BAY,NY,1822
13608,ANTWERP,NY,1719
13612,BLACK RIVER,NY,2852
13613,BRASHER FALLS,NY,2726
13614,BRIER HILL,NY,357
13615,BROWNVILLE,NY,1271
13616,CALCIUM,NY,1880
13617,CANTON,NY,11299
13618,CAPE VINCENT,NY,1711
13619,CARTHAGE,NY,10901
13620,CASTORLAND,NY,2197
13621,CHASE MILLS,NY,650
13622,CHAUMONT,NY,2432
13623,CHIPPEWA BAY,NY,49
13624,CLAYTON,NY,5457
13625,COLTON,NY,1868
13626,COPENHAGEN,NY,2267
13628,DEFERIET,NY,220
13630,DE KALB JUNCTION,NY,1525
13633,DE PEYSTER,NY,345
13634,DEXTER,NY,3984
13635,EDWARDS,NY,1092
13636,ELLISBURG,NY,282
13637,EVANS MILLS,NY,4491
13638,FELTS MILLS,NY,378
13639,FINE,NY,243
13640,WELLESLEY ISLAND,NY,271
13641,FISHERS LANDING,NY,91
13642,GOUVERNEUR,NY,10088
13643,GREAT BEND,NY,19
13646,HAMMOND,NY,2211
13647,HANNAWA FALLS,NY,69
13648,HARRISVILLE,NY,2424
13650,HENDERSON,NY,1391
13651,HENDERSON HARBOR,NY,127
13652,HERMON,NY,1815
13654,HEUVELTON,NY,2461
13655,HOGANSBURG,NY,3512
13656,LA FARGEVILLE,NY,2861
13658,LISBON,NY,2357
13659,LORRAINE,NY,593
13660,MADRID,NY,1891
13661,MANNSVILLE,NY,1646
13662,MASSENA,NY,16582
13664,MORRISTOWN,NY,399
13665,NATURAL BRIDGE,NY,882
13666,NEWTON FALLS,NY,266
13667,NORFOLK,NY,3181
13668,NORWOOD,NY,3329
13669,OGDENSBURG,NY,16452
13670,OSWEGATCHIE,NY,430
13672,PARISHVILLE,NY,602
13673,PHILADELPHIA,NY,2249
13674,PIERREPONT MANOR,NY,126
13675,PLESSIS,NY,160
13676,POTSDAM,NY,16646
13677,PYRITES,NY,93
13678,RAYMONDVILLE,NY,211
13679,REDWOOD,NY,1853
13680,RENSSELAER FALLS,NY,1244
13681,RICHVILLE,NY,897
13682,RODMAN,NY,877
13684,RUSSELL,NY,1131
13685,SACKETS HARBOR,NY,2272
13687,SOUTH COLTON,NY,479
13690,STAR LAKE,NY,846
13691,THERESA,NY,3176
13692,THOUSAND ISLAND PARK,NY,27
13693,THREE MILE BAY,NY,503
13694,WADDINGTON,NY,1507
13695,WANAKENA,NY,134
13696,WEST STOCKHOLM,NY,87
13697,WINTHROP,NY,2281
13730,AFTON,NY,2805
13731,ANDES,NY,1162
13732,APALACHIN,NY,8153
13733,BAINBRIDGE,NY,5216
13734,BARTON,NY,2287
13736,BERKSHIRE,NY,2338
13739,BLOOMVILLE,NY,953
13740,BOVINA CENTER,NY,554
13743,CANDOR,NY,3806
13744,CASTLE CREEK,NY,1137
13746,CHENANGO FORKS,NY,2539
13748,CONKLIN,NY,3800
13750,DAVENPORT,NY,1092
13751,DAVENPORT CENTER,NY,189
13752,DELANCEY,NY,782
13753,DELHI,NY,5848
13754,DEPOSIT,NY,3310
13755,DOWNSVILLE,NY,1228
13756,EAST BRANCH,NY,613
13757,EAST MEREDITH,NY,1045
13760,ENDICOTT,NY,44264
13774,FISHS EDDY,NY,201
13775,FRANKLIN,NY,1631
13776,GILBERTSVILLE,NY,513
13777,GLEN AUBREY,NY,727
13778,GREENE,NY,5948
13780,GUILFORD,NY,1045
13782,HAMDEN,NY,755
13783,HANCOCK,NY,2670
13784,HARFORD,NY,172
13786,HARPERSFIELD,NY,464
13787,HARPURSVILLE,NY,3629
13788,HOBART,NY,991
13790,JOHNSON CITY,NY,19104
13794,KILLAWOG,NY,105
13795,KIRKWOOD,NY,3800
13796,LAURENS,NY,1236
13797,LISLE,NY,2250
13801,MC DONOUGH,NY,1398
13802,MAINE,NY,718
13803,MARATHON,NY,3975
13804,MASONVILLE,NY,391
13806,MERIDALE,NY,205
13807,MILFORD,NY,1199
13808,MORRIS,NY,1771
13809,MOUNT UPTON,NY,1517
13810,MOUNT VISION,NY,1149
13811,NEWARK VALLEY,NY,4354
13812,NICHOLS,NY,2348
13813,NINEVEH,NY,977
13815,NORWICH,NY,13999
13820,ONEONTA,NY,22455
13825,OTEGO,NY,3442
13826,OUAQUAGA,NY,58
13827,OWEGO,NY,11759
13830,OXFORD,NY,5042
13832,PLYMOUTH,NY,709
13833,PORT CRANE,NY,4255
13834,PORTLANDVILLE,NY,118
13835,RICHFORD,NY,1511
13838,SIDNEY,NY,4409
13839,SIDNEY CENTER,NY,1405
13841,SMITHVILLE FLATS,NY,529
13842,SOUTH KORTRIGHT,NY,695
13843,SOUTH NEW BERLIN,NY,1888
13844,SOUTH PLYMOUTH,NY,724
13845,TIOGA CENTER,NY,83
13846,TREADWELL,NY,305
13847,TROUT CREEK,NY,67
13849,UNADILLA,NY,4551
13850,VESTAL,NY,22004
13856,WALTON,NY,6596
13859,WELLS BRIDGE,NY,182
13860,WEST DAVENPORT,NY,94
13861,WEST ONEONTA,NY,432
13862,WHITNEY POINT,NY,4189
13863,WILLET,NY,688
13864,WILLSEYVILLE,NY,1149
13865,WINDSOR,NY,6371
13901,BINGHAMTON,NY,19773
13902,BINGHAMTON,NY,6177
13903,BINGHAMTON,NY,18763
13904,BINGHAMTON,NY,9579
13905,BINGHAMTON,NY,28026
14001,AKRON,NY,9464
14004,ALDEN,NY,12704
14005,ALEXANDER,NY,1986
14006,ANGOLA,NY,9858
14008,APPLETON,NY,1467
14009,ARCADE,NY,5672
14011,ATTICA,NY,9822
14012,BARKER,NY,2362
14013,BASOM,NY,1751
14020,BATAVIA,NY,23306
14024,BLISS,NY,1688
14025,BOSTON,NY,3039
14026,BOWMANSVILLE,NY,674
14028,BURT,NY,1595
14030,CHAFFEE,NY,1807
14031,CLARENCE,NY,9392
14032,CLARENCE CENTER,NY,7989
14033,COLDEN,NY,2219
14034,COLLINS,NY,2742
14035,COLLINS CENTER,NY,125
14036,CORFU,NY,5201
14037,COWLESVILLE,NY,1166
14039,DALE,NY,101
14040,DARIEN CENTER,NY,2217
14041,DAYTON,NY,237
14042,DELEVAN,NY,3969
14043,DEPEW,NY,24742
14047,DERBY,NY,6440
14048,DUNKIRK,NY,15072
14051,EAST AMHERST,NY,19533
14052,EAST AURORA,NY,17329
14054,EAST BETHANY,NY,1344
14055,EAST CONCORD,NY,1405
14057,EDEN,NY,8116
14058,ELBA,NY,2285
14059,ELMA,NY,8933
14060,FARMERSVILLE STATION,NY,443
14061,FARNHAM,NY,349
14062,FORESTVILLE,NY,3329
14063,FREDONIA,NY,14870
14065,FREEDOM,NY,1896
14066,GAINESVILLE,NY,1318
14067,GASPORT,NY,5040
14068,GETZVILLE,NY,7150
14069,GLENWOOD,NY,844
14070,GOWANDA,NY,6732
14072,GRAND ISLAND,NY,20374
14075,HAMBURG,NY,41937
14080,HOLLAND,NY,4330
14081,IRVING,NY,3095
14082,JAVA CENTER,NY,426
14085,LAKE VIEW,NY,7353
14086,LANCASTER,NY,31847
14091,LAWTONS,NY,1079
14092,LEWISTON,NY,11086
14094,LOCKPORT,NY,50666
14098,LYNDONVILLE,NY,2958
14101,MACHIAS,NY,1905
14102,MARILLA,NY,1281
14103,MEDINA,NY,11183
14105,MIDDLEPORT,NY,4566
14108,NEWFANE,NY,5882
14109,NIAGARA UNIVERSITY,NY,1117
14111,NORTH COLLINS,NY,3352
14112,NORTH EVANS,NY,85
14113,NORTH JAVA,NY,703
14120,NORTH TONAWANDA,NY,45100
14125,OAKFIELD,NY,3782
14126,OLCOTT,NY,588
14127,ORCHARD PARK,NY,29961
14129,PERRYSBURG,NY,1591
14130,PIKE,NY,265
14131,RANSOMVILLE,NY,5283
14132,SANBORN,NY,6218
14134,SARDINIA,NY,104
14135,SHERIDAN,NY,119
14136,SILVER CREEK,NY,5033
14138,SOUTH DAYTON,NY,2018
14139,SOUTH WALES,NY,2125
14141,SPRINGVILLE,NY,7728
14143,STAFFORD,NY,1214
14145,STRYKERSVILLE,NY,1618
14150,TONAWANDA,NY,41676
14167,VARYSBURG,NY,1663
14168,VERSAILLES,NY,36
14169,WALES CENTER,NY,151
14170,WEST FALLS,NY,2286
14171,WEST VALLEY,NY,2077
14172,WILSON,NY,3200
14173,YORKSHIRE,NY,396
14174,YOUNGSTOWN,NY,5794
14201,BUFFALO,NY,11549
14202,BUFFALO,NY,3911
14203,BUFFALO,NY,1618
14204,BUFFALO,NY,8691
14206,BUFFALO,NY,20751
14207,BUFFALO,NY,23552
14208,BUFFALO,NY,11125
14209,BUFFALO,NY,7926
14210,BUFFALO,NY,14694
14211,BUFFALO,NY,22611
14212,BUFFALO,NY,10641
14213,BUFFALO,NY,24465
14214,BUFFALO,NY,19775
14215,BUFFALO,NY,39999
14216,BUFFALO,NY,22431
14217,BUFFALO,NY,23480
14218,BUFFALO,NY,19039
14219,BUFFALO,NY,11536
14220,BUFFALO,NY,24227
14221,BUFFALO,NY,53555
14222,BUFFALO,NY,14046
14223,BUFFALO,NY,22665
14224,BUFFALO,NY,39889
14225,BUFFALO,NY,33385
14226,BUFFALO,NY,29267
14227,BUFFALO,NY,23426
14228,BUFFALO,NY,20857
14261,BUFFALO,NY,5713
14301,NIAGARA FALLS,NY,12817
14302,NIAGARA FALLS,NY,107
14303,NIAGARA FALLS,NY,5981
14304,NIAGARA FALLS,NY,30389
14305,NIAGARA FALLS,NY,16898
14411,ALBION,NY,14491
14414,AVON,NY,7142
14415,BELLONA,NY,132
14416,BERGEN,NY,3817
14418,BRANCHPORT,NY,1325
14420,BROCKPORT,NY,20467
14422,BYRON,NY,2468
14423,CALEDONIA,NY,4799
14424,CANANDAIGUA,NY,27007
14425,FARMINGTON,NY,10717
14427,CASTILE,NY,1964
14428,CHURCHVILLE,NY,8096
14432,CLIFTON SPRINGS,NY,5726
14433,CLYDE,NY,4629
14435,CONESUS,NY,2941
14437,DANSVILLE,NY,11415
14441,DRESDEN,NY,325
14445,EAST ROCHESTER,NY,8019
14450,FAIRPORT,NY,41104
14454,GENESEO,NY,11073
14456,GENEVA,NY,20087
14462,GROVELAND,NY,655
14464,HAMLIN,NY,7524
14466,HEMLOCK,NY,1719
14467,HENRIETTA,NY,9105
14468,HILTON,NY,17813
14469,BLOOMFIELD,NY,6220
14470,HOLLEY,NY,8016
14471,HONEOYE,NY,2672
14472,HONEOYE FALLS,NY,8598
14475,IONIA,NY,234
14476,KENDALL,NY,2288
14477,KENT,NY,1732
14478,KEUKA PARK,NY,1595
14479,KNOWLESVILLE,NY,275
14480,LAKEVILLE,NY,833
14481,LEICESTER,NY,1820
14482,LE ROY,NY,8275
14485,LIMA,NY,4267
14486,LINWOOD,NY,308
14487,LIVONIA,NY,6025
14489,LYONS,NY,7192
14502,MACEDON,NY,10691
14504,MANCHESTER,NY,1701
14505,MARION,NY,5393
14506,MENDON,NY,1325
14507,MIDDLESEX,NY,1351
14510,MOUNT MORRIS,NY,4895
14511,MUMFORD,NY,497
14512,NAPLES,NY,4721
14513,NEWARK,NY,13976
14514,NORTH CHILI,NY,6389
14516,NORTH ROSE,NY,2365
14517,NUNDA,NY,2883
14519,ONTARIO,NY,11581
14521,OVID,NY,2761
14522,PALMYRA,NY,9565
14525,PAVILION,NY,2865
14526,PENFIELD,NY,19804
14527,PENN YAN,NY,12820
14529,PERKINSVILLE,NY,67
14530,PERRY,NY,5575
14532,PHELPS,NY,4431
14533,PIFFARD,NY,2000
14534,PITTSFORD,NY,31426
14536,PORTAGEVILLE,NY,687
14537,PORT GIBSON,NY,207
14539,RETSOF,NY,242
14541,ROMULUS,NY,4129
14542,ROSE,NY,97
14543,RUSH,NY,3152
14544,RUSHVILLE,NY,2101
14545,SCOTTSBURG,NY,173
14546,SCOTTSVILLE,NY,4695
14548,SHORTSVILLE,NY,4249
14549,SILVER LAKE,NY,91
14550,SILVER SPRINGS,NY,1537
14551,SODUS,NY,5651
14555,SODUS POINT,NY,974
14559,SPENCERPORT,NY,18057
14560,SPRINGWATER,NY,2164
14561,STANLEY,NY,3086
14564,VICTOR,NY,14487
14568,WALWORTH,NY,6048
14569,WARSAW,NY,6211
14571,WATERPORT,NY,1176
14572,WAYLAND,NY,5081
14580,WEBSTER,NY,50587
14585,WEST BLOOMFIELD,NY,120
14586,WEST HENRIETTA,NY,10256
14588,WILLARD,NY,749
14589,WILLIAMSON,NY,7854
14590,WOLCOTT,NY,5446
14591,WYOMING,NY,1748
14592,YORK,NY,110
14604,ROCHESTER,NY,1743
14605,ROCHESTER,NY,12610
14606,ROCHESTER,NY,28255
14607,ROCHESTER,NY,16223
14608,ROCHESTER,NY,12268
14609,ROCHESTER,NY,42571
14610,ROCHESTER,NY,14233
14611,ROCHESTER,NY,17396
14612,ROCHESTER,NY,34515
14613,ROCHESTER,NY,14730
14614,ROCHESTER,NY,1224
14615,ROCHESTER,NY,16099
14616,ROCHESTER,NY,28534
14617,ROCHESTER,NY,22789
14618,ROCHESTER,NY,22920
14619,ROCHESTER,NY,14749
14620,ROCHESTER,NY,25141
14621,ROCHESTER,NY,33802
14622,ROCHESTER,NY,12108
14623,ROCHESTER,NY,27173
14624,ROCHESTER,NY,36296
14625,ROCHESTER,NY,10387
14626,ROCHESTER,NY,30041
14627,ROCHESTER,NY,2320
14701,JAMESTOWN,NY,40730
14706,ALLEGANY,NY,6356
14707,ALLENTOWN,NY,239
14708,ALMA,NY,183
14709,ANGELICA,NY,1535
14710,ASHVILLE,NY,3540
14711,BELFAST,NY,1766
14712,BEMUS POINT,NY,3342
14714,BLACK CREEK,NY,487
14715,BOLIVAR,NY,2747
14716,BROCTON,NY,3104
14717,CANEADEA,NY,636
14718,CASSADAGA,NY,2163
14719,CATTARAUGUS,NY,3497
14720,CELORON,NY,675
14721,CERES,NY,230
14722,CHAUTAUQUA,NY,153
14723,CHERRY CREEK,NY,1295
14724,CLYMER,NY,2540
14726,CONEWANGO VALLEY,NY,2156
14727,CUBA,NY,5450
14728,DEWITTVILLE,NY,1031
14729,EAST OTTO,NY,948
14731,ELLICOTTVILLE,NY,1576
14732,ELLINGTON,NY,211
14733,FALCONER,NY,3833
14735,FILLMORE,NY,2751
14736,FINDLEY LAKE,NY,282
14737,FRANKLINVILLE,NY,4252
14738,FREWSBURG,NY,3651
14739,FRIENDSHIP,NY,2903
14740,GERRY,NY,1431
14741,GREAT VALLEY,NY,1873
14742,GREENHURST,NY,314
14743,HINSDALE,NY,1783
14744,HOUGHTON,NY,2094
14747,KENNEDY,NY,2289
14748,KILL BUCK,NY,746
14750,LAKEWOOD,NY,4426
14752,LILY DALE,NY,169
14753,LIMESTONE,NY,1166
14754,LITTLE GENESEE,NY,667
14755,LITTLE VALLEY,NY,2916
14756,MAPLE SPRINGS,NY,110
14757,MAYVILLE,NY,3487
14760,OLEAN,NY,18775
14767,PANAMA,NY,2088
14769,PORTLAND,NY,919
14770,PORTVILLE,NY,2963
14772,RANDOLPH,NY,4255
14774,RICHBURG,NY,151
14775,RIPLEY,NY,2537
14777,RUSHFORD,NY,667
14778,SAINT BONAVENTURE,NY,1453
14779,SALAMANCA,NY,6932
14781,SHERMAN,NY,2225
14782,SINCLAIRVILLE,NY,2401
14783,STEAMBURG,NY,320
14784,STOCKTON,NY,1033
14787,WESTFIELD,NY,5121
14788,WESTONS MILLS,NY,163
14801,ADDISON,NY,5475
14802,ALFRED,NY,4135
14803,ALFRED STATION,NY,1174
14804,ALMOND,NY,1479
14805,ALPINE,NY,1100
14806,ANDOVER,NY,2269
14807,ARKPORT,NY,3076
14808,ATLANTA,NY,591
14809,AVOCA,NY,2552
14810,BATH,NY,12356
14812,BEAVER DAMS,NY,3478
14813,BELMONT,NY,2520
14814,BIG FLATS,NY,1931
14815,BRADFORD,NY,946
14816,BREESPORT,NY,520
14817,BROOKTONDALE,NY,2380
14818,BURDETT,NY,1745
